District_Name,Crop_Name,Market_Name,Price_Date,Price_Tk_kg
Mymensingh,Mustard,Mymensingh Sadar Bazar,2024-03-26,32.48
Barisal,Cumin,Barisal Sadar Bazar,2024-05-19,41.95
Barisal,Maize,Barisal Sadar Bazar,2024-08-10,49.37
Dhaka,Guava,Dhaka Sadar Bazar,2024-05-01,35.22
Jessore,Cumin,Jessore Sadar Bazar,2025-02-26,36.35
Mymensingh,Oilseeds,Mymensingh Sadar Bazar,2024-07-25,36.59
Barisal,Pulses,Barisal Sadar Bazar,2024-09-18,40.62
Bogra,Sugarcane,Bogra Sadar Bazar,2025-01-17,34.9
Mymensingh,Guava,Mymensingh Sadar Bazar,2025-05-17,42.02
Chittagong,Bajra,Chittagong Sadar Bazar,2025-03-01,44.06
Sylhet,Bajra,Sylhet Sadar Bazar,2024-06-10,42.56
Rangpur,Pomegranate,Rangpur Sadar Bazar,2024-11-29,31.51
Rangpur,Tomato,Rangpur Sadar Bazar,2025-05-10,44.78
Rajshahi,Coriander,Rajshahi Sadar Bazar,2025-02-11,44.5
Barisal,Oilseeds,Barisal Sadar Bazar,2024-12-07,43.98
Dhaka,Pomegranate,Dhaka Sadar Bazar,2024-04-15,41.79
Barisal,Bajra,Barisal Sadar Bazar,2024-04-26,41.06
Barisal,Cumin,Barisal Sadar Bazar,2024-11-18,44.96
Sylhet,Tomato,Sylhet Sadar Bazar,2024-04-19,49.23
Barisal,Cumin,Barisal Sadar Bazar,2025-04-19,35.43
Barisal,Chilli,Barisal Sadar Bazar,2024-03-28,45.18
Rangpur,Wheat,Rangpur Sadar Bazar,2024-11-24,39.59
Chittagong,Mango,Chittagong Sadar Bazar,2025-02-09,39.38
Rajshahi,Pomegranate,Rajshahi Sadar Bazar,2024-09-09,32.62
Rajshahi,Pomegranate,Rajshahi Sadar Bazar,2025-01-01,38.63
Rajshahi,Onion,Rajshahi Sadar Bazar,2024-12-18,35.21
Barisal,Mustard,Barisal Sadar Bazar,2025-05-01,37.77
Dhaka,Wheat,Dhaka Sadar Bazar,2024-05-11,34.73
Dhaka,Wheat,Dhaka Sadar Bazar,2025-03-15,37.85
Dhaka,Sugarcane,Dhaka Sadar Bazar,2024-12-19,38.05
Cumilla,Cumin,Cumilla Sadar Bazar,2024-12-29,40.46
Jessore,Barley,Jessore Sadar Bazar,2024-07-21,32.25
Barisal,Fennel,Barisal Sadar Bazar,2024-07-18,33.06
Cumilla,Guava,Cumilla Sadar Bazar,2024-04-27,41.74
Rangpur,Citrus,Rangpur Sadar Bazar,2024-09-01,36.17
Rangpur,Barley,Rangpur Sadar Bazar,2024-06-21,45.16
Rangpur,Pulses,Rangpur Sadar Bazar,2025-03-14,41.08
Rajshahi,Bajra,Rajshahi Sadar Bazar,2025-01-11,42.91
Dhaka,Onion,Dhaka Sadar Bazar,2024-11-26,46.77
Dhaka,Gram,Dhaka Sadar Bazar,2025-03-21,38.51
Barisal,Tomato,Barisal Sadar Bazar,2024-11-15,37.24
Rangpur,Wheat,Rangpur Sadar Bazar,2025-05-02,44.18
Jessore,Opium,Jessore Sadar Bazar,2025-03-03,42.45
Barisal,Mustard,Barisal Sadar Bazar,2024-07-27,39.1
Cumilla,Wheat,Cumilla Sadar Bazar,2024-09-13,46.68
Rajshahi,Citrus,Rajshahi Sadar Bazar,2025-01-28,38.98
Cumilla,Oilseeds,Cumilla Sadar Bazar,2024-05-12,40.16
Bogra,Barley,Bogra Sadar Bazar,2024-04-03,40.1
Rangpur,Opium,Rangpur Sadar Bazar,2024-06-04,35.51
Rajshahi,Bajra,Rajshahi Sadar Bazar,2025-01-07,40.37
Dhaka,Fenugreek,Dhaka Sadar Bazar,2024-09-20,46.7
Barisal,Maize,Barisal Sadar Bazar,2025-03-24,42.14
Dhaka,Fennel,Dhaka Sadar Bazar,2024-04-23,40.15
Bogra,Citrus,Bogra Sadar Bazar,2024-08-20,39.22
Barisal,Opium,Barisal Sadar Bazar,2024-07-17,41.59
Rangpur,Guava,Rangpur Sadar Bazar,2024-07-01,43.6
Bogra,Guava,Bogra Sadar Bazar,2024-11-28,42.92
Rajshahi,Garlic,Rajshahi Sadar Bazar,2024-03-27,38.41
Sylhet,Fenugreek,Sylhet Sadar Bazar,2025-03-31,41.56
Mymensingh,Garlic,Mymensingh Sadar Bazar,2025-03-28,42.3
Sylhet,Fennel,Sylhet Sadar Bazar,2024-05-23,35.17
Cumilla,Oilseeds,Cumilla Sadar Bazar,2024-07-24,40.81
Sylhet,Tomato,Sylhet Sadar Bazar,2024-06-07,29.63
Rangpur,Pulses,Rangpur Sadar Bazar,2025-05-03,42.32
Mymensingh,Citrus,Mymensingh Sadar Bazar,2025-02-02,43.17
Cumilla,Mustard,Cumilla Sadar Bazar,2024-07-12,43.59
Chittagong,Mango,Chittagong Sadar Bazar,2024-09-28,38.1
Rajshahi,Tomato,Rajshahi Sadar Bazar,2024-08-02,41.48
Dhaka,Mango,Dhaka Sadar Bazar,2024-07-26,46.83
Chittagong,Coriander,Chittagong Sadar Bazar,2024-08-19,46.79
Mymensingh,Fennel,Mymensingh Sadar Bazar,2024-05-10,39.86
Bogra,Pulses,Bogra Sadar Bazar,2024-09-20,40.67
Cumilla,Mustard,Cumilla Sadar Bazar,2024-10-16,45.33
Jessore,Chilli,Jessore Sadar Bazar,2025-02-12,32.8
Mymensingh,Gram,Mymensingh Sadar Bazar,2024-09-10,38.45
Rangpur,Garlic,Rangpur Sadar Bazar,2024-09-30,46.41
Barisal,Fenugreek,Barisal Sadar Bazar,2024-06-08,44.68
Rajshahi,Gram,Rajshahi Sadar Bazar,2025-05-11,41.77
Sylhet,Garlic,Sylhet Sadar Bazar,2024-10-04,32.77
Mymensingh,Fenugreek,Mymensingh Sadar Bazar,2025-01-16,39.76
Barisal,Cumin,Barisal Sadar Bazar,2024-06-08,37.17
Cumilla,Opium,Cumilla Sadar Bazar,2025-01-20,41.59
Barisal,Fennel,Barisal Sadar Bazar,2024-04-20,36.12
Chittagong,Opium,Chittagong Sadar Bazar,2024-06-27,35.08
Dhaka,Chilli,Dhaka Sadar Bazar,2025-02-06,30.09
Rajshahi,Pulses,Rajshahi Sadar Bazar,2024-07-14,45.86
Rangpur,Maize,Rangpur Sadar Bazar,2024-06-09,38.08
Rangpur,Bajra,Rangpur Sadar Bazar,2025-01-03,40.75
Barisal,Wheat,Barisal Sadar Bazar,2024-06-23,39.99
Dhaka,Sugarcane,Dhaka Sadar Bazar,2024-05-04,34.88
Barisal,Oilseeds,Barisal Sadar Bazar,2025-05-01,33.96
Jessore,Cotton,Jessore Sadar Bazar,2024-06-13,35.17
Jessore,Citrus,Jessore Sadar Bazar,2024-12-18,36.53
Cumilla,Wheat,Cumilla Sadar Bazar,2024-12-25,41.76
Sylhet,Pomegranate,Sylhet Sadar Bazar,2025-02-08,36.18
Barisal,Sugarcane,Barisal Sadar Bazar,2024-12-01,48.38
Bogra,Cumin,Bogra Sadar Bazar,2024-10-25,44.93
Bogra,Cumin,Bogra Sadar Bazar,2024-06-24,43.88
Rajshahi,Barley,Rajshahi Sadar Bazar,2024-03-30,39.43
Sylhet,Guava,Sylhet Sadar Bazar,2024-05-09,47.27
Rangpur,Opium,Rangpur Sadar Bazar,2024-04-01,38.95
Cumilla,Garlic,Cumilla Sadar Bazar,2024-10-15,39.85
Cumilla,Opium,Cumilla Sadar Bazar,2024-11-15,40.82
Rajshahi,Wheat,Rajshahi Sadar Bazar,2024-07-19,43.37
Dhaka,Onion,Dhaka Sadar Bazar,2024-12-26,43.06
Rajshahi,Cotton,Rajshahi Sadar Bazar,2024-08-12,37.72
Jessore,Maize,Jessore Sadar Bazar,2025-02-06,37.44
Rajshahi,Pomegranate,Rajshahi Sadar Bazar,2024-08-31,43.07
Barisal,Coriander,Barisal Sadar Bazar,2025-03-16,43.43
Dhaka,Mango,Dhaka Sadar Bazar,2024-11-01,38.11
Mymensingh,Opium,Mymensingh Sadar Bazar,2024-11-10,32.38
Barisal,Coriander,Barisal Sadar Bazar,2024-06-23,39.0
Jessore,Wheat,Jessore Sadar Bazar,2025-03-29,42.99
Bogra,Fenugreek,Bogra Sadar Bazar,2025-04-05,48.67
Mymensingh,Tomato,Mymensingh Sadar Bazar,2024-07-19,34.25
Mymensingh,Oilseeds,Mymensingh Sadar Bazar,2024-11-02,37.95
Rangpur,Opium,Rangpur Sadar Bazar,2024-08-26,38.13
Mymensingh,Fennel,Mymensingh Sadar Bazar,2025-03-31,46.51
Rangpur,Cumin,Rangpur Sadar Bazar,2025-02-04,39.83
Mymensingh,Onion,Mymensingh Sadar Bazar,2025-04-19,35.64
Rajshahi,Sugarcane,Rajshahi Sadar Bazar,2025-01-17,42.68
Dhaka,Sugarcane,Dhaka Sadar Bazar,2025-03-20,38.06
Sylhet,Citrus,Sylhet Sadar Bazar,2024-11-15,34.12
Chittagong,Mustard,Chittagong Sadar Bazar,2024-10-03,35.71
Rajshahi,Onion,Rajshahi Sadar Bazar,2025-05-14,48.32
Dhaka,Pomegranate,Dhaka Sadar Bazar,2024-09-18,41.84
Chittagong,Pomegranate,Chittagong Sadar Bazar,2024-03-21,40.52
Rangpur,Oilseeds,Rangpur Sadar Bazar,2024-11-27,38.8
Sylhet,Fenugreek,Sylhet Sadar Bazar,2024-10-03,41.4
Barisal,Opium,Barisal Sadar Bazar,2024-03-31,41.35
Jessore,Gram,Jessore Sadar Bazar,2024-04-02,41.4
Chittagong,Pulses,Chittagong Sadar Bazar,2024-04-09,40.55
Rajshahi,Onion,Rajshahi Sadar Bazar,2025-02-17,44.17
Cumilla,Wheat,Cumilla Sadar Bazar,2024-09-04,40.11
Mymensingh,Gram,Mymensingh Sadar Bazar,2024-06-03,35.31
Rajshahi,Barley,Rajshahi Sadar Bazar,2024-12-27,37.06
Cumilla,Garlic,Cumilla Sadar Bazar,2024-04-18,30.5
Jessore,Mustard,Jessore Sadar Bazar,2025-04-23,49.73
Rangpur,Fenugreek,Rangpur Sadar Bazar,2024-11-28,44.14
Rajshahi,Pomegranate,Rajshahi Sadar Bazar,2025-04-09,36.02
Chittagong,Gram,Chittagong Sadar Bazar,2024-10-29,38.65
Chittagong,Mustard,Chittagong Sadar Bazar,2024-07-01,36.94
Barisal,Tomato,Barisal Sadar Bazar,2024-04-04,47.4
Mymensingh,Cotton,Mymensingh Sadar Bazar,2024-06-26,33.18
Jessore,Fenugreek,Jessore Sadar Bazar,2025-02-15,40.55
Bogra,Citrus,Bogra Sadar Bazar,2024-04-17,39.48
Mymensingh,Barley,Mymensingh Sadar Bazar,2025-03-28,43.97
Barisal,Pulses,Barisal Sadar Bazar,2025-04-12,39.5
Chittagong,Opium,Chittagong Sadar Bazar,2025-03-20,31.56
Dhaka,Guava,Dhaka Sadar Bazar,2025-05-09,38.79
Mymensingh,Wheat,Mymensingh Sadar Bazar,2024-12-20,35.33
Mymensingh,Fenugreek,Mymensingh Sadar Bazar,2024-11-09,40.38
Bogra,Chilli,Bogra Sadar Bazar,2024-10-10,46.88
Rangpur,Pulses,Rangpur Sadar Bazar,2024-11-25,31.65
Barisal,Onion,Barisal Sadar Bazar,2025-02-10,36.16
Barisal,Fenugreek,Barisal Sadar Bazar,2024-12-20,37.35
Rajshahi,Onion,Rajshahi Sadar Bazar,2024-10-23,38.17
Jessore,Oilseeds,Jessore Sadar Bazar,2025-03-30,43.55
Mymensingh,Fennel,Mymensingh Sadar Bazar,2024-08-15,39.17
Chittagong,Fenugreek,Chittagong Sadar Bazar,2025-02-06,42.0
Mymensingh,Pulses,Mymensingh Sadar Bazar,2024-08-20,37.0
Rajshahi,Chilli,Rajshahi Sadar Bazar,2025-03-26,41.1
Bogra,Oilseeds,Bogra Sadar Bazar,2024-06-16,43.73
Cumilla,Fennel,Cumilla Sadar Bazar,2024-07-09,36.48
Barisal,Cotton,Barisal Sadar Bazar,2024-08-27,43.75
Dhaka,Citrus,Dhaka Sadar Bazar,2024-07-23,40.25
Sylhet,Pomegranate,Sylhet Sadar Bazar,2024-06-13,45.02
Barisal,Fenugreek,Barisal Sadar Bazar,2024-05-20,39.03
Cumilla,Tomato,Cumilla Sadar Bazar,2025-04-15,41.83
Chittagong,Onion,Chittagong Sadar Bazar,2024-07-24,39.81
Chittagong,Maize,Chittagong Sadar Bazar,2025-04-27,39.54
Rajshahi,Mustard,Rajshahi Sadar Bazar,2024-08-17,41.24
Bogra,Wheat,Bogra Sadar Bazar,2024-06-01,42.58
Jessore,Garlic,Jessore Sadar Bazar,2025-04-04,34.0
Chittagong,Fennel,Chittagong Sadar Bazar,2024-06-07,46.88
Sylhet,Cotton,Sylhet Sadar Bazar,2025-02-08,31.07
Rangpur,Tomato,Rangpur Sadar Bazar,2025-04-25,36.71
Rangpur,Garlic,Rangpur Sadar Bazar,2024-09-14,39.55
Rangpur,Onion,Rangpur Sadar Bazar,2024-06-18,41.98
Cumilla,Opium,Cumilla Sadar Bazar,2024-10-22,47.57
Rajshahi,Mango,Rajshahi Sadar Bazar,2024-07-28,31.08
Rajshahi,Mango,Rajshahi Sadar Bazar,2024-05-06,37.56
Rangpur,Fennel,Rangpur Sadar Bazar,2024-07-06,29.79
Rangpur,Sugarcane,Rangpur Sadar Bazar,2025-03-02,40.15
Sylhet,Mango,Sylhet Sadar Bazar,2024-06-25,41.3
Bogra,Bajra,Bogra Sadar Bazar,2024-07-10,47.64
Rangpur,Bajra,Rangpur Sadar Bazar,2024-06-14,40.58
Mymensingh,Fenugreek,Mymensingh Sadar Bazar,2024-04-09,45.01
Rangpur,Cotton,Rangpur Sadar Bazar,2025-03-31,42.8
Barisal,Coriander,Barisal Sadar Bazar,2024-12-21,37.91
Rangpur,Bajra,Rangpur Sadar Bazar,2024-12-10,33.24
Mymensingh,Garlic,Mymensingh Sadar Bazar,2024-05-13,41.32
Barisal,Tomato,Barisal Sadar Bazar,2024-09-09,32.84
Jessore,Sugarcane,Jessore Sadar Bazar,2024-03-28,46.22
Barisal,Coriander,Barisal Sadar Bazar,2025-05-08,39.22
Chittagong,Fennel,Chittagong Sadar Bazar,2025-04-07,45.74
Sylhet,Maize,Sylhet Sadar Bazar,2024-05-27,37.69
Rajshahi,Opium,Rajshahi Sadar Bazar,2024-11-17,41.29
Bogra,Tomato,Bogra Sadar Bazar,2025-02-20,41.0
Chittagong,Cotton,Chittagong Sadar Bazar,2024-05-10,39.78
Rangpur,Gram,Rangpur Sadar Bazar,2024-07-27,37.92
Mymensingh,Pomegranate,Mymensingh Sadar Bazar,2025-05-06,41.88
Jessore,Bajra,Jessore Sadar Bazar,2024-09-28,35.55
Rajshahi,Tomato,Rajshahi Sadar Bazar,2024-07-29,34.19
Mymensingh,Cumin,Mymensingh Sadar Bazar,2025-02-04,45.97
Barisal,Cotton,Barisal Sadar Bazar,2024-08-28,43.49
Cumilla,Fennel,Cumilla Sadar Bazar,2024-12-05,40.32
Bogra,Gram,Bogra Sadar Bazar,2025-03-21,47.99
Cumilla,Pomegranate,Cumilla Sadar Bazar,2024-05-26,38.71
Jessore,Pulses,Jessore Sadar Bazar,2024-11-10,46.35
Jessore,Guava,Jessore Sadar Bazar,2025-03-27,40.84
Dhaka,Mustard,Dhaka Sadar Bazar,2024-10-10,35.08
Jessore,Garlic,Jessore Sadar Bazar,2025-03-04,48.87
Chittagong,Gram,Chittagong Sadar Bazar,2025-01-20,44.76
Barisal,Barley,Barisal Sadar Bazar,2024-06-23,39.42
Dhaka,Gram,Dhaka Sadar Bazar,2024-04-16,43.49
Bogra,Cotton,Bogra Sadar Bazar,2024-12-29,38.06
Cumilla,Maize,Cumilla Sadar Bazar,2024-10-12,43.98
Barisal,Coriander,Barisal Sadar Bazar,2024-08-13,28.52
Mymensingh,Guava,Mymensingh Sadar Bazar,2025-02-10,35.1
Chittagong,Wheat,Chittagong Sadar Bazar,2024-12-24,44.7
Barisal,Oilseeds,Barisal Sadar Bazar,2025-01-05,38.8
Barisal,Garlic,Barisal Sadar Bazar,2025-01-01,41.0
Chittagong,Mustard,Chittagong Sadar Bazar,2025-01-18,33.54
Rajshahi,Gram,Rajshahi Sadar Bazar,2025-03-18,48.87
Barisal,Citrus,Barisal Sadar Bazar,2025-04-29,45.71
Barisal,Tomato,Barisal Sadar Bazar,2024-08-23,39.04
Chittagong,Maize,Chittagong Sadar Bazar,2025-01-10,38.06
Jessore,Wheat,Jessore Sadar Bazar,2024-07-12,44.94
Rangpur,Citrus,Rangpur Sadar Bazar,2024-07-24,49.52
Rajshahi,Bajra,Rajshahi Sadar Bazar,2024-10-24,44.58
Jessore,Mustard,Jessore Sadar Bazar,2025-03-30,50.42
Rajshahi,Tomato,Rajshahi Sadar Bazar,2024-12-24,35.57
Cumilla,Coriander,Cumilla Sadar Bazar,2024-08-17,36.07
Dhaka,Garlic,Dhaka Sadar Bazar,2025-04-08,34.29
Barisal,Fenugreek,Barisal Sadar Bazar,2024-10-18,42.12
Cumilla,Chilli,Cumilla Sadar Bazar,2024-09-17,40.84
Sylhet,Wheat,Sylhet Sadar Bazar,2024-03-26,39.27
Mymensingh,Coriander,Mymensingh Sadar Bazar,2025-04-02,43.88
Rajshahi,Coriander,Rajshahi Sadar Bazar,2024-09-02,45.92
Sylhet,Pulses,Sylhet Sadar Bazar,2024-09-24,32.68
Bogra,Opium,Bogra Sadar Bazar,2024-08-21,37.13
Chittagong,Pomegranate,Chittagong Sadar Bazar,2025-04-04,43.94
Barisal,Mango,Barisal Sadar Bazar,2025-01-05,37.75
Cumilla,Cotton,Cumilla Sadar Bazar,2025-02-23,36.17
Rangpur,Maize,Rangpur Sadar Bazar,2025-05-12,44.89
Bogra,Onion,Bogra Sadar Bazar,2025-04-25,33.81
Bogra,Maize,Bogra Sadar Bazar,2024-09-26,38.55
Rajshahi,Opium,Rajshahi Sadar Bazar,2025-04-08,41.58
Cumilla,Cumin,Cumilla Sadar Bazar,2024-06-11,37.25
Sylhet,Pomegranate,Sylhet Sadar Bazar,2024-04-26,43.76
Rajshahi,Citrus,Rajshahi Sadar Bazar,2024-11-12,37.27
Cumilla,Mustard,Cumilla Sadar Bazar,2025-04-07,46.76
Rangpur,Guava,Rangpur Sadar Bazar,2024-11-22,39.4
Rangpur,Guava,Rangpur Sadar Bazar,2025-01-04,43.22
Rajshahi,Oilseeds,Rajshahi Sadar Bazar,2024-11-28,43.58
Barisal,Cumin,Barisal Sadar Bazar,2024-08-25,36.99
Dhaka,Pomegranate,Dhaka Sadar Bazar,2025-04-06,30.14
Dhaka,Maize,Dhaka Sadar Bazar,2024-08-16,41.73
Chittagong,Mustard,Chittagong Sadar Bazar,2025-01-27,40.35
Rangpur,Mustard,Rangpur Sadar Bazar,2025-02-19,42.67
Rajshahi,Pulses,Rajshahi Sadar Bazar,2024-12-25,38.91
Chittagong,Citrus,Chittagong Sadar Bazar,2024-06-20,37.93
Chittagong,Maize,Chittagong Sadar Bazar,2024-09-19,49.64
Rangpur,Oilseeds,Rangpur Sadar Bazar,2024-08-31,32.93
Barisal,Mustard,Barisal Sadar Bazar,2024-10-03,43.52
Bogra,Fennel,Bogra Sadar Bazar,2024-11-27,37.24
Rangpur,Garlic,Rangpur Sadar Bazar,2025-03-01,38.39
Cumilla,Oilseeds,Cumilla Sadar Bazar,2024-04-10,38.48
Dhaka,Bajra,Dhaka Sadar Bazar,2025-01-28,36.14
Jessore,Mustard,Jessore Sadar Bazar,2024-10-17,42.74
Rangpur,Oilseeds,Rangpur Sadar Bazar,2025-01-22,46.68
Rajshahi,Garlic,Rajshahi Sadar Bazar,2024-11-18,42.26
Chittagong,Pulses,Chittagong Sadar Bazar,2025-05-12,40.5
Barisal,Wheat,Barisal Sadar Bazar,2024-09-20,35.27
Chittagong,Cotton,Chittagong Sadar Bazar,2025-04-13,42.48
Mymensingh,Chilli,Mymensingh Sadar Bazar,2024-10-03,50.35
Cumilla,Pulses,Cumilla Sadar Bazar,2024-11-16,38.17
Dhaka,Onion,Dhaka Sadar Bazar,2024-12-07,38.2
Chittagong,Maize,Chittagong Sadar Bazar,2024-12-06,37.31
Bogra,Cotton,Bogra Sadar Bazar,2024-09-03,37.65
Barisal,Tomato,Barisal Sadar Bazar,2024-04-02,26.82
Jessore,Opium,Jessore Sadar Bazar,2024-05-27,41.94
Chittagong,Fennel,Chittagong Sadar Bazar,2024-08-13,35.94
Jessore,Pomegranate,Jessore Sadar Bazar,2025-03-21,32.27
Dhaka,Sugarcane,Dhaka Sadar Bazar,2024-08-25,43.62
Mymensingh,Onion,Mymensingh Sadar Bazar,2024-07-15,34.81
Mymensingh,Garlic,Mymensingh Sadar Bazar,2024-04-18,38.37
Mymensingh,Tomato,Mymensingh Sadar Bazar,2025-03-13,47.04
Bogra,Cumin,Bogra Sadar Bazar,2025-01-07,33.24
Rangpur,Chilli,Rangpur Sadar Bazar,2024-10-28,32.64
Chittagong,Chilli,Chittagong Sadar Bazar,2025-05-18,41.29
Chittagong,Barley,Chittagong Sadar Bazar,2025-05-01,45.52
Jessore,Coriander,Jessore Sadar Bazar,2024-05-21,32.44
Rangpur,Gram,Rangpur Sadar Bazar,2024-10-07,41.96
Cumilla,Pomegranate,Cumilla Sadar Bazar,2024-10-19,42.79
Sylhet,Wheat,Sylhet Sadar Bazar,2025-05-08,30.12
Rajshahi,Bajra,Rajshahi Sadar Bazar,2024-07-24,43.83
Barisal,Citrus,Barisal Sadar Bazar,2024-11-21,44.21
Rajshahi,Cumin,Rajshahi Sadar Bazar,2024-10-06,38.5
Rangpur,Pomegranate,Rangpur Sadar Bazar,2024-03-23,46.01
Chittagong,Wheat,Chittagong Sadar Bazar,2025-02-01,45.45
Rajshahi,Cotton,Rajshahi Sadar Bazar,2025-01-03,40.49
Cumilla,Tomato,Cumilla Sadar Bazar,2025-02-02,37.83
Sylhet,Bajra,Sylhet Sadar Bazar,2024-10-27,35.33
Chittagong,Citrus,Chittagong Sadar Bazar,2024-06-13,39.82
Barisal,Pulses,Barisal Sadar Bazar,2024-04-14,42.73
Rangpur,Guava,Rangpur Sadar Bazar,2024-07-17,38.44
Sylhet,Tomato,Sylhet Sadar Bazar,2024-04-28,29.45
Cumilla,Mustard,Cumilla Sadar Bazar,2025-03-21,46.09
Sylhet,Chilli,Sylhet Sadar Bazar,2025-04-03,40.91
Dhaka,Onion,Dhaka Sadar Bazar,2024-04-05,38.18
Sylhet,Mango,Sylhet Sadar Bazar,2025-04-14,44.11
Rangpur,Chilli,Rangpur Sadar Bazar,2024-09-28,47.32
Dhaka,Gram,Dhaka Sadar Bazar,2024-11-11,26.55
Mymensingh,Cotton,Mymensingh Sadar Bazar,2025-05-12,42.08
Dhaka,Chilli,Dhaka Sadar Bazar,2024-07-29,33.15
Mymensingh,Guava,Mymensingh Sadar Bazar,2024-05-10,42.4
Rajshahi,Pomegranate,Rajshahi Sadar Bazar,2024-04-16,40.61
Bogra,Tomato,Bogra Sadar Bazar,2024-04-29,43.05
Bogra,Mango,Bogra Sadar Bazar,2025-04-13,37.6
Sylhet,Barley,Sylhet Sadar Bazar,2025-04-24,31.01
Rajshahi,Onion,Rajshahi Sadar Bazar,2025-04-25,37.84
Mymensingh,Barley,Mymensingh Sadar Bazar,2025-01-03,41.95
Chittagong,Pomegranate,Chittagong Sadar Bazar,2024-08-16,44.87
Rajshahi,Fennel,Rajshahi Sadar Bazar,2024-11-15,34.38
Chittagong,Pulses,Chittagong Sadar Bazar,2024-09-23,44.93
Jessore,Coriander,Jessore Sadar Bazar,2025-05-01,36.89
Rangpur,Pomegranate,Rangpur Sadar Bazar,2024-07-10,41.74
Dhaka,Barley,Dhaka Sadar Bazar,2024-10-30,37.55
Dhaka,Pulses,Dhaka Sadar Bazar,2024-03-22,40.87
Cumilla,Cumin,Cumilla Sadar Bazar,2025-03-06,44.28
Cumilla,Pulses,Cumilla Sadar Bazar,2024-11-18,34.11
Mymensingh,Cumin,Mymensingh Sadar Bazar,2025-02-19,36.74
Barisal,Wheat,Barisal Sadar Bazar,2025-01-31,40.89
Chittagong,Barley,Chittagong Sadar Bazar,2024-08-25,51.53
Rajshahi,Mustard,Rajshahi Sadar Bazar,2024-05-15,35.86
Rajshahi,Oilseeds,Rajshahi Sadar Bazar,2024-06-24,49.79
Jessore,Mustard,Jessore Sadar Bazar,2024-04-15,49.62
Sylhet,Coriander,Sylhet Sadar Bazar,2024-05-03,39.53
Rajshahi,Cotton,Rajshahi Sadar Bazar,2024-03-23,38.57
Sylhet,Chilli,Sylhet Sadar Bazar,2024-06-16,36.68
Bogra,Chilli,Bogra Sadar Bazar,2024-11-12,39.67
Bogra,Maize,Bogra Sadar Bazar,2024-09-04,33.25
Dhaka,Citrus,Dhaka Sadar Bazar,2025-04-21,39.63
Rangpur,Mango,Rangpur Sadar Bazar,2024-07-20,47.19
Rajshahi,Pomegranate,Rajshahi Sadar Bazar,2025-04-25,37.07
Bogra,Sugarcane,Bogra Sadar Bazar,2025-02-14,38.84
Jessore,Pulses,Jessore Sadar Bazar,2024-12-17,31.83
Barisal,Maize,Barisal Sadar Bazar,2024-08-15,41.8
Chittagong,Gram,Chittagong Sadar Bazar,2024-12-19,41.27
Cumilla,Pomegranate,Cumilla Sadar Bazar,2025-04-11,40.31
Bogra,Mango,Bogra Sadar Bazar,2025-02-20,38.96
Jessore,Maize,Jessore Sadar Bazar,2025-01-01,38.59
Bogra,Onion,Bogra Sadar Bazar,2024-12-28,42.41
Sylhet,Barley,Sylhet Sadar Bazar,2025-03-07,39.86
Cumilla,Citrus,Cumilla Sadar Bazar,2024-12-08,41.51
Cumilla,Onion,Cumilla Sadar Bazar,2024-03-23,41.03
Sylhet,Guava,Sylhet Sadar Bazar,2024-07-30,45.39
Rangpur,Maize,Rangpur Sadar Bazar,2024-05-20,43.25
Rajshahi,Pomegranate,Rajshahi Sadar Bazar,2025-01-24,40.93
Cumilla,Citrus,Cumilla Sadar Bazar,2025-01-26,47.29
Rangpur,Maize,Rangpur Sadar Bazar,2024-10-04,42.02
Sylhet,Oilseeds,Sylhet Sadar Bazar,2024-08-14,46.26
Bogra,Pomegranate,Bogra Sadar Bazar,2025-05-08,42.91
Jessore,Mustard,Jessore Sadar Bazar,2024-11-04,31.16
Dhaka,Pulses,Dhaka Sadar Bazar,2024-09-06,46.26
Cumilla,Onion,Cumilla Sadar Bazar,2024-10-21,40.65
Chittagong,Barley,Chittagong Sadar Bazar,2024-08-11,39.75
Rajshahi,Oilseeds,Rajshahi Sadar Bazar,2024-05-07,41.35
Chittagong,Sugarcane,Chittagong Sadar Bazar,2024-09-20,38.34
Sylhet,Fenugreek,Sylhet Sadar Bazar,2024-09-07,41.09
Dhaka,Oilseeds,Dhaka Sadar Bazar,2024-12-23,37.16
Sylhet,Gram,Sylhet Sadar Bazar,2025-03-02,46.12
Bogra,Mustard,Bogra Sadar Bazar,2024-10-15,39.45
Bogra,Wheat,Bogra Sadar Bazar,2025-02-17,38.16
Chittagong,Pomegranate,Chittagong Sadar Bazar,2024-06-11,35.56
Jessore,Cotton,Jessore Sadar Bazar,2025-04-20,41.29
Bogra,Chilli,Bogra Sadar Bazar,2024-09-04,40.9
Bogra,Sugarcane,Bogra Sadar Bazar,2025-02-28,41.86
Jessore,Tomato,Jessore Sadar Bazar,2024-05-04,35.07
Chittagong,Fennel,Chittagong Sadar Bazar,2024-04-12,32.31
Rajshahi,Coriander,Rajshahi Sadar Bazar,2025-03-10,43.0
Rangpur,Barley,Rangpur Sadar Bazar,2024-03-22,47.13
Sylhet,Fenugreek,Sylhet Sadar Bazar,2024-03-24,35.07
Rajshahi,Tomato,Rajshahi Sadar Bazar,2024-06-12,47.63
Mymensingh,Sugarcane,Mymensingh Sadar Bazar,2025-01-07,41.36
Cumilla,Citrus,Cumilla Sadar Bazar,2025-03-03,39.97
