District_Name,Crop_Name,Irrigation_Method,Water_Consumption_L_ha,Water_Availability_L_ha
Barisal,Fenugreek,Sprinkler Irrigation,9494.576539603177,8871.030215758707
Cumilla,Guava,Tube Well,7218.176224919613,8213.088310940555
Chittagong,Pulses,Drip Irrigation,6031.495057106686,5062.910655856738
Rajshahi,Fenugreek,Tube Well,16090.023388301024,15361.574879392623
Chittagong,Fennel,Tube Well,15163.949776545727,15951.11471483061
Bogra,Citrus,Sprinkler Irrigation,8226.828899981212,8075.078269126398
Rajshahi,Pomegranate,Canal Irrigation,7285.115977858025,7134.659692449487
Dhaka,Cumin,Tube Well,11582.777316251188,11056.277250807225
Mymensingh,Cotton,Tube Well,13407.005540905684,13559.71024720156
Dhaka,Barley,Tube Well,12240.947529657356,11467.276268887224
Rajshahi,Opium,Drip Irrigation,6223.621394910118,6686.207760943793
Rangpur,Tomato,Drip Irrigation,9722.879825451417,9943.021043881912
Barisal,Onion,Drip Irrigation,10936.188709956168,11014.583134843144
Bogra,Sugarcane,Drip Irrigation,14425.183186804308,14495.249710036278
Dhaka,Onion,Tube Well,10687.56985089988,10626.034635134123
Sylhet,Citrus,Canal Irrigation,13588.230351163556,14184.676795177538
Rangpur,Oilseeds,Drip Irrigation,12472.162586544757,12667.43562453606
Rangpur,Cumin,Canal Irrigation,6194.53353646851,6140.854600376566
Chittagong,Cumin,Drip Irrigation,11583.422525144317,11166.928942551349
Bogra,Wheat,Canal Irrigation,12097.01360299293,11350.65627388654
Jessore,Cotton,Canal Irrigation,8157.0222407862,7718.966103749178
Rangpur,Wheat,Drip Irrigation,9948.401485960649,10768.6644633189
Chittagong,Fenugreek,Tube Well,10101.867693715829,9452.666423690644
Barisal,Onion,Sprinkler Irrigation,14264.932912984446,14988.961769039744
Sylhet,Mustard,Sprinkler Irrigation,10055.48157776344,10698.929113310312
Rajshahi,Citrus,Tube Well,8808.136977414795,8688.506994198258
Chittagong,Bajra,Canal Irrigation,7486.885654990174,7015.676646825231
Jessore,Barley,Sprinkler Irrigation,9033.817675819651,8986.281560491683
Rajshahi,Garlic,Sprinkler Irrigation,8554.083984697136,8965.299593861231
Rajshahi,Cotton,Sprinkler Irrigation,11870.40554016511,11739.874199504404
Rangpur,Tomato,Tube Well,12435.124833905207,13358.65027951927
Dhaka,Gram,Canal Irrigation,15411.120009045768,15274.691766280186
Rangpur,Mango,Canal Irrigation,8690.014378192613,7886.567955009886
Bogra,Pomegranate,Tube Well,13464.636943460097,13962.818766978922
Bogra,Bajra,Canal Irrigation,10494.503339719837,11480.9330337155
Sylhet,Garlic,Drip Irrigation,13317.78093231096,13981.15993196072
Dhaka,Citrus,Drip Irrigation,11982.041814624195,12353.04091909335
Sylhet,Maize,Canal Irrigation,8077.426145965102,7145.509671022245
Bogra,Mustard,Drip Irrigation,14383.740020062569,14696.951057191238
Barisal,Coriander,Drip Irrigation,10478.286254714449,9718.2404742701
Bogra,Pulses,Tube Well,12519.903167578968,13319.697597833452
Bogra,Oilseeds,Drip Irrigation,12962.27562212278,12468.947099896095
Rajshahi,Fenugreek,Drip Irrigation,11675.9561919122,12521.346973601596
Rangpur,Citrus,Canal Irrigation,9251.044913323143,9812.507510484633
Rangpur,Barley,Tube Well,9180.030218320871,10171.947352547117
Rangpur,Cotton,Sprinkler Irrigation,10527.813095782438,10511.256668593058
Barisal,Coriander,Tube Well,6830.424921767177,6814.539510689893
Chittagong,Garlic,Tube Well,7946.718068675412,8233.394402613201
Rajshahi,Opium,Canal Irrigation,6808.763795226144,5954.602801984063
Bogra,Cotton,Tube Well,6307.872962027843,6303.275717599063
Dhaka,Barley,Tube Well,8087.602263601358,8487.71266227881
Cumilla,Cumin,Drip Irrigation,10498.58060222211,11378.402748682383
Rajshahi,Onion,Tube Well,10431.12895565772,10886.663797984018
Jessore,Garlic,Sprinkler Irrigation,5766.407617282097,6674.718309134388
Rajshahi,Gram,Canal Irrigation,7554.884208674378,7160.540361647178
Dhaka,Fennel,Drip Irrigation,10913.246469955668,11619.930626625724
Sylhet,Mustard,Tube Well,14618.428084360095,14198.345420582516
Barisal,Oilseeds,Drip Irrigation,12807.006213033175,13128.474390336896
Rangpur,Opium,Tube Well,15038.43731016288,15299.671425060766
Sylhet,Onion,Drip Irrigation,13264.426181969558,13140.393680619576
Barisal,Pulses,Drip Irrigation,7941.71651590892,8381.19458539887
Bogra,Maize,Tube Well,9778.388588703136,10363.86693237696
Rangpur,Onion,Tube Well,14354.607312397398,13387.44388428517
Sylhet,Barley,Canal Irrigation,12064.056999034912,11149.686065941898
Jessore,Bajra,Tube Well,13462.229941809144,14202.630000946718
Mymensingh,Pulses,Sprinkler Irrigation,13011.049263458935,12084.80459830501
Chittagong,Onion,Drip Irrigation,9389.109535118874,10225.14768677604
Dhaka,Maize,Sprinkler Irrigation,6088.111343713056,6353.434253216606
Rangpur,Gram,Tube Well,10677.835078826483,11348.539392805673
Jessore,Gram,Drip Irrigation,11188.69268213842,11787.043126807375
Barisal,Mustard,Sprinkler Irrigation,11298.744093637628,11921.78615311722
Cumilla,Mango,Drip Irrigation,13925.205313205744,14077.139334110712
Chittagong,Mango,Sprinkler Irrigation,13186.357276652689,13372.527782734382
Sylhet,Mustard,Drip Irrigation,8888.025671803898,9403.12584419177
Chittagong,Opium,Canal Irrigation,11498.959666396311,11376.282090504768
Bogra,Barley,Sprinkler Irrigation,6952.117593245303,7646.851013739422
Bogra,Pomegranate,Sprinkler Irrigation,6596.729919091738,6570.664868738965
Dhaka,Wheat,Sprinkler Irrigation,15026.547697641205,15440.030194554813
Bogra,Sugarcane,Tube Well,10726.443363138786,11310.92479278365
Rajshahi,Opium,Sprinkler Irrigation,8538.202469741247,8817.853877205836
Mymensingh,Tomato,Tube Well,8876.71723393254,8225.815105869964
Dhaka,Coriander,Sprinkler Irrigation,11504.132078144998,11728.231713482262
Jessore,Fennel,Canal Irrigation,9165.32193312486,8174.462015688475
Barisal,Bajra,Drip Irrigation,15896.186432125534,16849.769390938305
Bogra,Guava,Sprinkler Irrigation,9964.905628898414,10217.834119229095
Barisal,Cotton,Drip Irrigation,8574.328370023022,9167.554313308508
Rajshahi,Onion,Sprinkler Irrigation,9196.046016577437,10041.392095496543
Dhaka,Fennel,Canal Irrigation,7892.338002521121,7761.681287059238
Sylhet,Coriander,Tube Well,5507.389543911853,5988.223313538121
Mymensingh,Oilseeds,Sprinkler Irrigation,13466.501693711718,13436.624485760523
Jessore,Mustard,Sprinkler Irrigation,13394.048900718515,13579.46222524986
Sylhet,Citrus,Sprinkler Irrigation,12430.031468646672,13226.77698240898
Barisal,Gram,Canal Irrigation,9219.919015214182,8694.155738067184
Cumilla,Bajra,Tube Well,12145.254964867,11292.314397596932
Bogra,Onion,Drip Irrigation,14985.483441980414,14275.365985904346
Bogra,Tomato,Sprinkler Irrigation,8911.254812305679,8184.064041467123
Barisal,Fennel,Canal Irrigation,17321.244086806902,16725.6658683452
Chittagong,Barley,Drip Irrigation,10224.143883998218,9446.362425078743
Rajshahi,Tomato,Tube Well,6962.690542213025,6649.8425586717385
Rangpur,Coriander,Sprinkler Irrigation,12385.67735176741,12661.675779527415
Bogra,Oilseeds,Sprinkler Irrigation,7360.920782614978,8074.868310049935
Rajshahi,Bajra,Tube Well,13009.001151244214,12567.34290792339
Cumilla,Maize,Sprinkler Irrigation,8905.040178377934,9063.974238450932
Bogra,Pulses,Drip Irrigation,9784.72564330924,8873.174034270807
Rajshahi,Chilli,Drip Irrigation,7943.994593089513,7732.634905631077
Jessore,Tomato,Tube Well,8153.305461698139,8270.279394576495
Dhaka,Opium,Tube Well,13545.89218379728,12811.316187374598
Rangpur,Maize,Drip Irrigation,5840.427811761392,6178.49902847632
Chittagong,Opium,Tube Well,15702.14963779067,16196.723031011275
Dhaka,Tomato,Tube Well,11319.77652598992,12068.174602034464
Cumilla,Oilseeds,Canal Irrigation,12587.975049199922,12995.779175245065
Dhaka,Fennel,Drip Irrigation,9199.90530944715,9581.406586728584
Mymensingh,Barley,Canal Irrigation,9558.028738782135,9097.607499913523
Bogra,Garlic,Sprinkler Irrigation,14123.762281617335,13285.680364755432
Sylhet,Barley,Canal Irrigation,14467.594163163929,13689.527250616502
Sylhet,Tomato,Drip Irrigation,9820.24777563332,9170.782582006628
Mymensingh,Opium,Drip Irrigation,12116.360419506973,12663.51143676622
Chittagong,Mango,Sprinkler Irrigation,10497.012717054124,10795.089517735678
Bogra,Opium,Sprinkler Irrigation,11996.211010032272,12517.982816889817
Sylhet,Guava,Canal Irrigation,9389.20304157219,9235.061291790003
Dhaka,Mustard,Canal Irrigation,8355.334627828384,8327.788438124593
Mymensingh,Gram,Tube Well,16041.891875639009,16398.508459483714
Mymensingh,Sugarcane,Tube Well,13030.965986339426,13630.773720729125
Jessore,Bajra,Tube Well,5868.96957880922,5650.334584450589
Chittagong,Sugarcane,Drip Irrigation,6060.6420527993305,5612.527525216575
Chittagong,Onion,Sprinkler Irrigation,14543.524441226464,14584.899719939343
Dhaka,Sugarcane,Tube Well,15532.082973349306,15614.952889486189
Chittagong,Onion,Canal Irrigation,10318.042354230423,10793.460842087476
Dhaka,Sugarcane,Sprinkler Irrigation,6399.1276934772395,7142.715095016164
Barisal,Chilli,Canal Irrigation,9583.46937693617,9269.054334174612
Sylhet,Onion,Tube Well,10453.945575694468,10588.448897520244
Rangpur,Oilseeds,Canal Irrigation,8110.104330938077,7853.908964119232
Rangpur,Barley,Sprinkler Irrigation,7141.194633355327,7053.0477077303285
Chittagong,Coriander,Sprinkler Irrigation,12121.21301596839,11691.706180362897
Chittagong,Opium,Sprinkler Irrigation,6816.884588086358,6050.719257693512
Sylhet,Cumin,Sprinkler Irrigation,10142.648442555908,9881.992729243528
Barisal,Garlic,Drip Irrigation,15569.29896880499,16525.34409488322
Chittagong,Guava,Tube Well,11257.840334123124,10583.035550266895
Rangpur,Gram,Drip Irrigation,9338.78509862833,9337.618930303952
Chittagong,Tomato,Canal Irrigation,8087.025430940938,9027.325757563884
Mymensingh,Chilli,Canal Irrigation,12395.983434896116,11987.097173223005
Rangpur,Cumin,Sprinkler Irrigation,13750.550060070624,14207.637635072351
Rajshahi,Mango,Drip Irrigation,13348.471883375982,14148.820821484678
Chittagong,Fenugreek,Drip Irrigation,10576.891966533269,10380.151810382242
Barisal,Tomato,Canal Irrigation,6059.669862843155,5169.737135150896
Barisal,Cumin,Sprinkler Irrigation,13648.766220551282,14182.956462214845
Barisal,Wheat,Drip Irrigation,9840.984478938908,9731.900642816505
Jessore,Chilli,Tube Well,8180.575452259329,7816.091076591338
Bogra,Chilli,Drip Irrigation,12873.690481459602,12595.820219754054
Chittagong,Opium,Tube Well,8937.405462393031,8683.067764353482
Rangpur,Guava,Canal Irrigation,8513.892562421464,8405.044644422163
Mymensingh,Mustard,Sprinkler Irrigation,13775.396571664598,13663.837296000622
Cumilla,Tomato,Canal Irrigation,8160.576332240359,8616.577673141624
Cumilla,Citrus,Sprinkler Irrigation,11835.443254464695,12031.314668501418
Chittagong,Bajra,Canal Irrigation,10327.943841983644,11062.99548173873
Sylhet,Mustard,Tube Well,6313.8015899988595,6132.722867504108
Rangpur,Citrus,Sprinkler Irrigation,9617.676650299429,10038.170663846078
Chittagong,Bajra,Sprinkler Irrigation,13197.7854958558,12776.71182895342
Rajshahi,Barley,Canal Irrigation,13094.467488414506,12702.296246983577
Mymensingh,Tomato,Sprinkler Irrigation,7756.209819548522,6761.103169464623
Rangpur,Sugarcane,Tube Well,7425.755471725851,7757.582395404465
Rangpur,Citrus,Sprinkler Irrigation,8990.539719449815,9366.226091443625
Barisal,Wheat,Drip Irrigation,12154.897056732822,12140.997506806494
Jessore,Coriander,Canal Irrigation,12376.563692104011,12507.712871384838
Rangpur,Fennel,Tube Well,17852.609677112847,18489.171266347672
Sylhet,Chilli,Drip Irrigation,11449.390551345066,10775.085016708905
Dhaka,Pulses,Canal Irrigation,8241.386061855565,8627.952151478203
Sylhet,Oilseeds,Drip Irrigation,10035.753350608777,9874.7813609212
Sylhet,Barley,Canal Irrigation,8961.01820626848,9238.911256824618
Jessore,Chilli,Sprinkler Irrigation,11778.059541749071,11144.55453657851
Jessore,Coriander,Sprinkler Irrigation,11475.80445492513,12220.690723842012
Rangpur,Cotton,Canal Irrigation,5053.718621133248,5213.811904065729
Chittagong,Wheat,Sprinkler Irrigation,10667.136200350204,10413.16459056119
Rajshahi,Citrus,Canal Irrigation,14756.562744418328,14082.621029392692
Barisal,Pulses,Sprinkler Irrigation,14730.462821774374,15320.676297851942
Mymensingh,Coriander,Drip Irrigation,8766.947632428775,9599.00995248832
Jessore,Pulses,Drip Irrigation,10404.05606606711,10027.202997760824
Sylhet,Pulses,Tube Well,12711.245456060911,12906.542734869285
Sylhet,Oilseeds,Canal Irrigation,6418.676335180277,7047.824552002974
Barisal,Pulses,Sprinkler Irrigation,11100.780180603757,10715.636827936423
Barisal,Pulses,Drip Irrigation,9422.358174186737,9948.405549746984
Jessore,Mustard,Drip Irrigation,11680.436061574252,12195.104130329632
Dhaka,Bajra,Drip Irrigation,6705.033459263387,7024.611145952871
Bogra,Barley,Tube Well,7677.250651736623,7183.275594183592
Jessore,Sugarcane,Drip Irrigation,12490.850387847267,13055.59201607381
Bogra,Bajra,Sprinkler Irrigation,7692.338336010403,7395.405668952577
Jessore,Pulses,Canal Irrigation,12432.999360909387,12128.672444456197
Chittagong,Chilli,Sprinkler Irrigation,10228.198517926843,9364.872595722374
Bogra,Wheat,Sprinkler Irrigation,12379.838591718528,13308.366189531193
Chittagong,Garlic,Drip Irrigation,18631.09132663682,17828.462763653428
Barisal,Chilli,Tube Well,8264.241694729391,8443.002837000042
Rajshahi,Fenugreek,Drip Irrigation,8744.458063282698,8454.102753160047
Cumilla,Citrus,Sprinkler Irrigation,11687.746351532394,11502.90229148163
Sylhet,Gram,Tube Well,7189.090151369604,6460.914891180668
Sylhet,Opium,Canal Irrigation,12951.166963243912,12032.384089527675
Sylhet,Onion,Drip Irrigation,9815.154578804137,9729.0461118271
Rangpur,Fenugreek,Tube Well,8345.46703498273,8160.031475986966
Cumilla,Bajra,Drip Irrigation,13978.142475382783,14583.015275430134
Sylhet,Oilseeds,Drip Irrigation,16822.457365733197,16805.75411282305
Jessore,Pomegranate,Tube Well,11877.617820777426,12230.655149572112
Jessore,Pulses,Tube Well,9004.616852084248,9185.731316748272
Jessore,Oilseeds,Drip Irrigation,8050.000574835967,7448.173345852202
Barisal,Coriander,Tube Well,6960.644618107786,7636.862880790704
Rajshahi,Cotton,Canal Irrigation,11782.138985859468,12384.107447787705
Cumilla,Guava,Tube Well,11923.863009853036,12824.140645374382
Rajshahi,Chilli,Canal Irrigation,8232.959471536062,8142.228955043288
Jessore,Cotton,Tube Well,9996.419334837983,10253.1613941642
Chittagong,Wheat,Drip Irrigation,12586.055656141323,13246.68059338104
Rajshahi,Fenugreek,Drip Irrigation,14834.22867240389,14599.494637933924
Sylhet,Pulses,Canal Irrigation,12581.685610400473,11774.352867592776
Jessore,Fenugreek,Tube Well,10183.387351224495,9587.250860127924
Rajshahi,Onion,Canal Irrigation,10221.735228270967,10840.698423053584
Mymensingh,Garlic,Drip Irrigation,14881.132921301873,13944.32996768179
Cumilla,Gram,Tube Well,11257.243792202467,11962.992370755914
Rajshahi,Tomato,Drip Irrigation,5986.049263796483,6099.382364762266
Rangpur,Opium,Sprinkler Irrigation,8467.326203570508,7736.302687995273
Cumilla,Onion,Drip Irrigation,11808.797364004042,11789.904787608748
Mymensingh,Fenugreek,Tube Well,9629.843677297018,10338.546616394764
Mymensingh,Barley,Tube Well,7374.706138521665,7556.796375824307
Cumilla,Coriander,Canal Irrigation,12092.941431726797,11661.816510888955
Dhaka,Wheat,Drip Irrigation,7021.777144054195,6754.597332291575
Bogra,Wheat,Canal Irrigation,8855.17885323637,8711.47523377327
Sylhet,Citrus,Canal Irrigation,5072.651298959502,4561.10907180474
Barisal,Fennel,Canal Irrigation,12349.410835243,13170.188872671724
Jessore,Sugarcane,Drip Irrigation,10190.624781572742,9230.048761964015
Sylhet,Barley,Tube Well,12696.518434146712,12541.464514116857
Mymensingh,Citrus,Canal Irrigation,5480.11881656273,5419.51861906854
Dhaka,Mango,Tube Well,10908.85767715624,10553.700414660168
Jessore,Onion,Drip Irrigation,12209.808084029357,11621.624715822843
Rajshahi,Chilli,Canal Irrigation,7948.719494120022,7547.7612893042515
Cumilla,Bajra,Tube Well,12502.225875453534,13450.44040322664
Jessore,Garlic,Sprinkler Irrigation,7955.823722114245,7050.886444340034
Bogra,Pomegranate,Sprinkler Irrigation,11716.43888153888,12632.321008406025
Bogra,Gram,Canal Irrigation,8847.156613362826,8980.013202936234
Mymensingh,Onion,Tube Well,9035.9544752823,9627.25797397752
Rangpur,Chilli,Canal Irrigation,10593.387725600547,10673.28288391157
Barisal,Citrus,Tube Well,8913.2530968281,8943.99156161911
Mymensingh,Oilseeds,Drip Irrigation,11748.25844183641,11780.706671964546
Chittagong,Cumin,Tube Well,9033.17584048988,9957.409989706117
Rajshahi,Cotton,Tube Well,15002.262213567736,15455.492350599388
Dhaka,Chilli,Sprinkler Irrigation,8479.514014091956,7775.001391741113
Chittagong,Fenugreek,Canal Irrigation,15505.273858628016,15325.794383586584
Jessore,Fennel,Sprinkler Irrigation,14563.807623195647,14097.677140398482
Rangpur,Fennel,Sprinkler Irrigation,7939.937867754027,8142.402407105041
Cumilla,Maize,Drip Irrigation,6997.24919129482,6052.657538627098
Rangpur,Tomato,Tube Well,11365.797788793954,11238.063610817391
Dhaka,Bajra,Sprinkler Irrigation,8846.002979935683,7904.286715127459
Rangpur,Fenugreek,Sprinkler Irrigation,12031.422519576368,11115.887262770157
Rajshahi,Wheat,Drip Irrigation,14163.877590402428,13331.736672533589
Bogra,Sugarcane,Drip Irrigation,16502.993414875997,16317.007117995352
Sylhet,Fenugreek,Drip Irrigation,10597.742502795663,11277.363450100547
Chittagong,Maize,Drip Irrigation,11351.10483255992,11351.601889594522
Jessore,Chilli,Canal Irrigation,11453.429467564556,10633.92704293816
Bogra,Gram,Canal Irrigation,8038.062839831013,8206.715280993425
Cumilla,Maize,Tube Well,8278.907986841326,7492.536013314167
Barisal,Cotton,Tube Well,11425.95264834646,12151.75251570051
Dhaka,Onion,Canal Irrigation,12028.438120062354,11254.360813620242
Mymensingh,Citrus,Tube Well,11115.224625387542,12041.855305318792
Chittagong,Guava,Tube Well,11629.774598186652,12272.50533057055
Dhaka,Fennel,Drip Irrigation,12094.269806341928,12418.716675222637
Dhaka,Opium,Sprinkler Irrigation,7627.310714730009,7396.691139784864
Sylhet,Fenugreek,Drip Irrigation,10413.521506481204,9886.285296040316
Rajshahi,Pomegranate,Drip Irrigation,12193.869090437394,11979.820226899894
Rangpur,Sugarcane,Drip Irrigation,14449.434058290164,14962.769915613875
Rangpur,Bajra,Sprinkler Irrigation,15528.132142730918,15790.83754804346
Cumilla,Barley,Canal Irrigation,12545.479199841033,13191.874760633966
Rajshahi,Onion,Tube Well,16516.896430691613,16182.340860169454
Cumilla,Gram,Sprinkler Irrigation,12913.916198874264,12926.585226714868
Sylhet,Citrus,Canal Irrigation,11118.11461628748,10172.816402954222
Dhaka,Fennel,Sprinkler Irrigation,10903.62158715328,11485.660222781187
Chittagong,Wheat,Tube Well,8467.26546540065,8078.360540914397
Bogra,Mustard,Drip Irrigation,6610.143110074755,6642.874892176802
Chittagong,Coriander,Tube Well,14303.01219457487,13941.81045305068
Rajshahi,Pulses,Canal Irrigation,7691.244304456919,7877.285135467985
Sylhet,Sugarcane,Sprinkler Irrigation,7133.565728908707,6868.764855240055
Cumilla,Pomegranate,Sprinkler Irrigation,5459.316999637401,4505.257189045351
Mymensingh,Fennel,Sprinkler Irrigation,12894.040646045854,13842.2957895456
Barisal,Cotton,Sprinkler Irrigation,6833.1422244262885,7069.150323578486
Bogra,Cotton,Sprinkler Irrigation,6156.527636076906,5892.367944297931
Bogra,Gram,Drip Irrigation,13044.741716778171,12915.05918740857
Rajshahi,Fenugreek,Tube Well,6100.508015660505,6527.63543958986
Barisal,Cotton,Canal Irrigation,13796.69414857036,13560.84117883747
Cumilla,Bajra,Sprinkler Irrigation,13113.398314287464,12679.33280435286
Barisal,Citrus,Sprinkler Irrigation,10211.1619322817,9503.04763651256
Rangpur,Cotton,Sprinkler Irrigation,12282.296599456238,13096.953069402116
Sylhet,Cumin,Tube Well,6299.818711349865,6237.581927446101
Sylhet,Opium,Tube Well,12890.67771950633,13317.349617625414
Cumilla,Coriander,Canal Irrigation,6830.890015493443,6944.889964274461
Dhaka,Mango,Sprinkler Irrigation,9686.704405704371,9395.30777286522
Bogra,Fenugreek,Drip Irrigation,5438.249894309379,5447.33388982535
Cumilla,Sugarcane,Tube Well,9678.090295619617,8942.566803045785
Mymensingh,Barley,Sprinkler Irrigation,8634.32478743153,8641.818231111933
Sylhet,Tomato,Sprinkler Irrigation,5741.696897283396,6162.208046606736
Cumilla,Pulses,Canal Irrigation,7118.811216222247,6207.135539198666
Chittagong,Onion,Canal Irrigation,12395.029920871057,13247.504005815872
Rangpur,Cotton,Canal Irrigation,11376.228274717105,11247.779011929282
Chittagong,Mango,Tube Well,12484.253173600146,11786.782665913928
Rajshahi,Barley,Sprinkler Irrigation,7095.852075264301,6555.573166402743
Dhaka,Onion,Canal Irrigation,8018.848007134954,7953.113686798819
Jessore,Onion,Drip Irrigation,10307.853251903469,11285.490419312966
Mymensingh,Onion,Tube Well,10766.865664626665,11458.542366526488
Chittagong,Gram,Canal Irrigation,7163.283216558158,7899.629435801512
Chittagong,Oilseeds,Canal Irrigation,9369.466939081669,9695.742296472272
Barisal,Cumin,Drip Irrigation,11546.486122084414,11688.06174435346
Cumilla,Mustard,Sprinkler Irrigation,13705.24024420113,14059.057276393854
Sylhet,Wheat,Canal Irrigation,10898.390336666438,11259.669155541857
Cumilla,Guava,Drip Irrigation,13202.485778852955,12510.036716220551
Jessore,Tomato,Tube Well,10046.852342050624,10957.255403996636
Bogra,Fenugreek,Drip Irrigation,8844.268048973647,7931.962048028268
Bogra,Tomato,Canal Irrigation,15011.756121296608,16011.398340457396
Bogra,Pulses,Sprinkler Irrigation,15740.431457983404,16343.547383826584
Rangpur,Mango,Drip Irrigation,14067.416243968542,14161.72868758106
Bogra,Pomegranate,Drip Irrigation,8331.344158906848,7687.365760465774
Cumilla,Mustard,Drip Irrigation,14521.551381176943,13847.432748927453
Cumilla,Sugarcane,Sprinkler Irrigation,8027.02264421334,8008.712839432565
Cumilla,Sugarcane,Sprinkler Irrigation,9588.476682217606,8780.699677261195
Sylhet,Chilli,Sprinkler Irrigation,11541.94781060204,12312.773887885804
Rajshahi,Cotton,Tube Well,8182.760002954727,8027.832701711695
Sylhet,Coriander,Sprinkler Irrigation,10921.137569463444,10773.17176710606
Dhaka,Chilli,Canal Irrigation,15127.411793933654,15480.291857947705
Chittagong,Onion,Drip Irrigation,9516.809646994006,9391.520684856056
Rajshahi,Sugarcane,Sprinkler Irrigation,15072.945746839408,15441.57362143588
Rangpur,Maize,Tube Well,8680.0331503779,7775.489699172919
Jessore,Barley,Drip Irrigation,10223.51050342296,10049.549312461426
Rajshahi,Fenugreek,Canal Irrigation,10637.32123043492,10808.456999947715
Mymensingh,Wheat,Drip Irrigation,11628.134621690746,11553.89250934553
Chittagong,Pomegranate,Drip Irrigation,7783.904317426316,8537.415011697321
Rangpur,Mango,Tube Well,13456.823657807305,13356.719469243038
Rangpur,Mango,Sprinkler Irrigation,6794.217285420085,5950.658344339356
Bogra,Cotton,Drip Irrigation,10268.31714118815,9304.147579412333
Cumilla,Gram,Drip Irrigation,5961.018345394347,5915.258093219061
Cumilla,Fenugreek,Tube Well,9270.968082428504,9897.233041613656
Bogra,Guava,Tube Well,14413.969484412684,13589.239745657002
Chittagong,Wheat,Sprinkler Irrigation,6592.13611520169,5623.906608232721
Barisal,Wheat,Sprinkler Irrigation,10457.680190138171,9747.988571006308
Barisal,Citrus,Sprinkler Irrigation,8098.752695804994,8638.194988605921
Chittagong,Onion,Tube Well,5882.973021388557,5215.184007740752
Chittagong,Opium,Tube Well,13120.875936312124,13063.854333616358
Rajshahi,Cumin,Sprinkler Irrigation,8969.528013314573,9108.38893680526
Cumilla,Barley,Canal Irrigation,7262.329409817388,7523.149170492066
Cumilla,Citrus,Tube Well,12638.373823058402,12830.05292421378
Mymensingh,Sugarcane,Drip Irrigation,11438.122672003688,11410.324593248482
Bogra,Coriander,Tube Well,9172.024047807055,8293.433412273556
Dhaka,Citrus,Canal Irrigation,10164.105366294296,9699.803107994663
Cumilla,Onion,Drip Irrigation,9945.804199045177,10823.733151115945
Sylhet,Tomato,Tube Well,6948.836672280033,6524.858235187268
Barisal,Onion,Canal Irrigation,11618.405253639075,11633.677144096084
Bogra,Fenugreek,Canal Irrigation,15100.293479114109,15807.20106202994
Rajshahi,Pulses,Canal Irrigation,11406.57517512807,11187.31764097883
Cumilla,Fenugreek,Canal Irrigation,15779.472333764716,16378.982451697002
Chittagong,Coriander,Sprinkler Irrigation,8088.553493672884,8587.062097337996
Rajshahi,Pulses,Sprinkler Irrigation,7534.106106686366,7745.604121198811
Jessore,Citrus,Tube Well,9031.826119733782,8450.69200244088
Dhaka,Wheat,Canal Irrigation,16092.813680548305,15806.901430222144
Chittagong,Oilseeds,Drip Irrigation,14393.826452646068,14069.295961869477
Jessore,Coriander,Sprinkler Irrigation,7380.173966614751,6828.36524409436
Rangpur,Mango,Canal Irrigation,13523.13612545464,14063.325911377906
Mymensingh,Cotton,Sprinkler Irrigation,13740.204329284716,14487.595680081347
Bogra,Fenugreek,Drip Irrigation,13047.373212415954,13900.637409322457
Rajshahi,Tomato,Drip Irrigation,11035.2873942164,11598.592185228395
Bogra,Gram,Drip Irrigation,10252.36347286391,9586.45606948313
Jessore,Bajra,Canal Irrigation,7592.191945521629,7176.437920958843
Rajshahi,Chilli,Tube Well,11143.498804482302,10342.087282366472
Sylhet,Mango,Sprinkler Irrigation,7381.405459318455,6785.186119934442
Cumilla,Wheat,Sprinkler Irrigation,13237.011818185616,13184.338483427931
Rangpur,Chilli,Sprinkler Irrigation,7955.053549886496,7699.926264692094
Cumilla,Guava,Sprinkler Irrigation,8522.951453790756,9029.965795884971
Cumilla,Maize,Sprinkler Irrigation,12600.313282212364,12427.13211970632
Cumilla,Tomato,Canal Irrigation,14275.043221708587,14160.20060040575
Dhaka,Opium,Drip Irrigation,6712.993163094633,6342.602306853211
Chittagong,Citrus,Drip Irrigation,9108.540518589936,8182.72798598882
Chittagong,Cumin,Drip Irrigation,15088.225896793248,16048.320046403194
Mymensingh,Sugarcane,Tube Well,8888.707745250778,9250.449060090952
Mymensingh,Sugarcane,Canal Irrigation,12579.517166782887,11595.321633790458
Rangpur,Chilli,Sprinkler Irrigation,13068.755745973094,12961.13384737978
Barisal,Garlic,Tube Well,13050.127186963084,13825.47697997748
Cumilla,Bajra,Canal Irrigation,6214.929226410636,6289.796211709224
Cumilla,Pulses,Canal Irrigation,8633.055423221771,8656.398636895987
Rangpur,Chilli,Canal Irrigation,12004.150042499814,11324.20472295785
Dhaka,Garlic,Canal Irrigation,8378.946113455902,8927.261687743408
Cumilla,Chilli,Drip Irrigation,13620.514318367215,14303.681200360314
Rangpur,Fennel,Canal Irrigation,7090.404122415834,7603.524008500664
Jessore,Tomato,Canal Irrigation,11659.040836494738,10669.467632769329
Sylhet,Maize,Sprinkler Irrigation,8680.344395333677,8249.415385224407
Bogra,Fenugreek,Sprinkler Irrigation,12184.967373149417,12224.30066804042
Barisal,Gram,Canal Irrigation,10428.8659361957,9813.976460832844
Sylhet,Tomato,Drip Irrigation,6772.560136208811,6623.944400863293
